TBB,Dong Tac Airport,Viet Nam,Asia
LNN,Willoughby Lost Nation Municipal Airport,United States,North America
PSP,Palm Springs International Airport,United States,North America
BIZ,Bimin Airport,Papua New Guinea,Oceania
JFN,Northeast Ohio Regional Airport,United States,North America
GAG,Gage Airport,United States,North America
ZEG,Senggo Airport,Indonesia,Asia
AWZ,Ahwaz Airport,Iran,Asia
PLH,Plymouth City Airport,United Kingdom,Europe
UVE,Ouvéa Airport,New Caledonia,Oceania
PGB,Pangoa Airport,Papua New Guinea,Oceania
EUA,Kaufana Airport,Tonga,Oceania
BAC,Barranca De Upia Airport,Colombia,South America
OKH,RAF Cottesmore,United Kingdom,Europe
OCV,Aguas Claras Airport,Colombia,South America
KOQ,Köthen Airport,Germany,Europe
BVM,Belmonte Airport,Brazil,South America
NZA,Nzagi Airport,Angola,Africa
LBY,La Baule-Escoublac Airport,France,Europe
HPE,Hope Vale Airport,Australia,Oceania
YRM,Rocky Mountain House Airport,Canada,North America
LSV,Nellis Air Force Base,United States,North America
SYM,Pu'er Simao Airport,China,Asia
NVT,Ministro Victor Konder International Airport,Brazil,South America
DPT,Deputatskiy Airport,Russian Federation,Europe
ECO,El Encanto Airport,Colombia,South America
GSB,Seymour Johnson Air Force Base,United States,North America
GWT,Westerland Sylt Airport,Germany,Europe
MIB,Minot Air Force Base,United States,North America
AMQ,Pattimura Airport,Indonesia,Asia
ZIC,Victoria Airport,Chile,South America
OAS,Sharana Airstrip,Afghanistan,Asia
ANV,Anvik Airport,United States,North America
GLB,San Carlos Apache Airport,United States,North America
MNE,Mungeranie Airport,Australia,Oceania
CCG,Crane County Airport,United States,North America
KMK,Makabana Airport,Congo,Africa
KUQ,Kuri Airport,Papua New Guinea,Oceania
SBW,Sibu Airport,Malaysia,Asia
CMG,Corumbá International Airport,Brazil,South America
RZS,Sawan Airport,Pakistan,Asia
ZUL,Zilfi Airport,Saudi Arabia,Asia
LEF,Lebakeng Airport,Lesotho,Africa
ALY,El Nouzha Airport,Egypt,Africa
MVZ,Masvingo International Airport,Zimbabwe,Africa
ERZ,Erzurum International Airport,Turkey,Asia
NRB,Naval Station Mayport (Admiral David L. Mcdonald Field),United States,North America
GHT,Ghat Airport,Libya,Africa
GDN,Gdańsk Lech Wałęsa Airport,Poland,Europe
XMN,Xiamen Gaoqi International Airport,China,Asia
GYG,Magan Airport,Russian Federation,Europe
HTW,Lawrence County Airpark,United States,North America
KNW,New Stuyahok Airport,United States,North America
GBE,Sir Seretse Khama International Airport,Botswana,Africa
GUS,Grissom Air Reserve Base,United States,North America
PQD,Passikudah Helipad,Sri Lanka,Asia
FRJ,Fréjus Airport,France,Europe
FLX,Fallon Municipal Airport,United States,North America
PTU,Platinum Airport,United States,North America
MAD,Adolfo Suárez Madrid–Barajas Airport,Spain,Europe
CQM,Ciudad Real Central Airport,Spain,Europe
IKK,Greater Kankakee Airport,United States,North America
VUU,Mvuu Camp Airport,Malawi,Africa
CEV,Mettel Field,United States,North America
CWX,Cochise County Airport,United States,North America
PEP,Peppimenarti Airport,Australia,Oceania
BVC,Rabil Airport,Cabo Verde,Africa
MSU,Moshoeshoe I International Airport,Lesotho,Africa
ENS,Twente Airport,Netherlands,Europe
RDN,LTS Pulau Redang Airport,Malaysia,Asia
NPR,Novo Progresso Airport,Brazil,South America
LPF,Liupanshui Yuezhao Airport,China,Asia
MFM,Macau International Airport,Macao,Asia
ZWA,Andapa Airport,Madagascar,Africa
YIE,Arxan Yi'ershi Airport,China,Asia
TMI,Tumling Tar Airport,Nepal,Asia
WIB,Wilbarger County Airport,United States,North America
MNH,Rustaq Airport,Oman,Asia
GOQ,Golmud Airport,China,Asia
LOB,San Rafael Airport,Chile,South America
KIC,Mesa Del Rey Airport,United States,North America
BIJ,Biliau Airport,Papua New Guinea,Oceania
MJE,Majkin Airport,Marshall Islands,Oceania
CAQ,Juan H White Airport,Colombia,South America
RVC,River Cess Airport/Heliport,Liberia,Africa
TRW,Bonriki International Airport,Kiribati,Oceania
BDJ,Syamsudin Noor Airport,Indonesia,Asia
SHM,Nanki Shirahama Airport,Japan,Asia
VAN,Van Ferit Melen Airport,Turkey,Asia
QRA,Rand Airport,South Africa,Africa
TSP,Tehachapi Municipal Airport,United States,North America
SHK,Sehonghong Airport,Lesotho,Africa
ACK,Nantucket Memorial Airport,United States,North America
SJR,San Juan De Uraba Airport,Colombia,South America
ODL,Cordillo Downs Airport,Australia,Oceania
NEC,Necochea Airport,Argentina,South America
NPE,Hawke's Bay Airport,New Zealand,Oceania
KMZ,Kaoma Airport,Zambia,Africa
YYQ,Churchill Airport,Canada,North America
GBL,South Goulburn Is Airport,Australia,Oceania
KOP,Nakhon Phanom Airport,Thailand,Asia
