Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
Madagascar,MDG,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.144033985186775
Malawi,MWI,"Population, total",SP.POP.TOTL,20568728
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,12429059928.102
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,604.269740360317
Malawi,MWI,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1181
Malawi,MWI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.272369783877739
Malaysia,MYS,"Population, total",SP.POP.TOTL,34695493
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,407830525989.553
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,11754.5678336248
Malaysia,MYS,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2875
Malaysia,MYS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,7.98329915646393
Maldives,MDV,"Population, total",SP.POP.TOTL,524106
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,6177123352.26211
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,11786.0191492983
Maldives,MDV,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1972
Maldives,MDV,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.4143856395462
Mali,MLI,"Population, total",SP.POP.TOTL,23072640
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,22539987718.7642
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,976.914116406452
Mali,MLI,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
Mali,MLI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.324748273279521
Malta,MLT,"Population, total",SP.POP.TOTL,531113
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,18928276162.4131
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,35638.8869457406
Malta,MLT,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,560
Malta,MLT,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.3821427831742
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,40077
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,258723510.742188
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,6455.66062185762
Marshall Islands,MHL,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Marshall Islands,MHL,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.00249519674626344
Mauritania,MRT,"Population, total",SP.POP.TOTL,4875637
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,9557966698.25369
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1960.35240077424
Mauritania,MRT,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,92
Mauritania,MRT,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.03090119301334
Mauritius,MUS,"Population, total",SP.POP.TOTL,1262523
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,12936444123.3037
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,10246.5017455553
Mauritius,MUS,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2041
Mauritius,MUS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.20778314533676
Mexico,MEX,"Population, total",SP.POP.TOTL,128613117
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1466934724293.06
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,11405.7940473759
Mexico,MEX,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,758
Mexico,MEX,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.52183828963573
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,112114
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,415956900
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,3710.12451611752
"Micronesia, Fed. Sts.",FSM,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
"Micronesia, Fed. Sts.",FSM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.00178389853185151
Moldova,MDA,"Population, total",SP.POP.TOTL,2528654
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,14525337523.7271
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,5744.29618434435
Moldova,MDA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,450
Moldova,MDA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.27771217414482
Monaco,MCO,"Population, total",SP.POP.TOTL,38931
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,8800430486.17137
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,226052.001905201
Monaco,MCO,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Monaco,MCO,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..
Mongolia,MNG,"Population, total",SP.POP.TOTL,3433748
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,17146471713.748
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,4993.51487463495
Mongolia,MNG,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,241
Mongolia,MNG,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,7.26765621705495
Montenegro,MNE,"Population, total",SP.POP.TOTL,623591
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,6251215144.13471
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,10024.5435616209
Montenegro,MNE,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Montenegro,MNE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..
Morocco,MAR,"Population, total",SP.POP.TOTL,37329064
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,131245312804.483
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3463.1376953125
Morocco,MAR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.93751442575683
Mozambique,MOZ,"Population, total",SP.POP.TOTL,32656246
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,18883528581.3734
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,578.251663751351
Mozambique,MOZ,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1032
Mozambique,MOZ,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.333694203552974
Myanmar,MMR,"Population, total",SP.POP.TOTL,53756787
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,62253049903.28
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1158.05005055976
Myanmar,MMR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2091
Myanmar,MMR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.577248041256632
Namibia,NAM,"Population, total",SP.POP.TOTL,2889662
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,12569449123.3661
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,4349.79908493314
Namibia,NAM,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,285
Namibia,NAM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.23886461461583
Nauru,NRU,"Population, total",SP.POP.TOTL,11801
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,152373433.909474
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,12911.9086441381
Nauru,NRU,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Nauru,NRU,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0
Nepal,NPL,"Population, total",SP.POP.TOTL,29715436
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,41182939600.6209
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,1385.91066274851
Nepal,NPL,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500
Nepal,NPL,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.506315976652673
Netherlands,NLD,"Population, total",SP.POP.TOTL,17700982
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1046540797548.64
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,59123.318556487
Netherlands,NLD,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,778
Netherlands,NLD,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,7.52014775225465
New Caledonia,NCL,"Population, total",SP.POP.TOTL,287123
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,9623318718.31459
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,33516.363085906
New Caledonia,NCL,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
New Caledonia,NCL,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,16.0756888162913
New Zealand,NZL,"Population, total",SP.POP.TOTL,5081700
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,249509991440.438
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,49099.7090423358
New Zealand,NZL,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1732
New Zealand,NZL,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,6.32162465316725
Nicaragua,NIC,"Population, total",SP.POP.TOTL,6730654
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,15634572502.2294
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2322.89053964583
Nicaragua,NIC,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2280
Nicaragua,NIC,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.781677382316785
Niger,NER,"Population, total",SP.POP.TOTL,25311973
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,15433852712.2963
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,609.745147574878
Niger,NER,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,151
Niger,NER,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.127125609686768
Nigeria,NGA,"Population, total",SP.POP.TOTL,223150896
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,646950257577.814
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2899.16047470324
Nigeria,NGA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1150
Nigeria,NGA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.578271036832404
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1831712
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,13932436550.0883
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,7606.2375253797
North Macedonia,MKD,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,619
North Macedonia,MKD,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.47897922817561
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,46078
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1096000000
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,23785.754590043
Northern Mariana Islands,MNP,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Northern Mariana Islands,MNP,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.00217023308303312
Norway,NOR,"Population, total",SP.POP.TOTL,5457127
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,596297651035.798
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,109269.520580298
Norway,NOR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1414
Norway,NOR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,7.9798582660803
Oman,OMN,"Population, total",SP.POP.TOTL,4730226
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,109852795838.752
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,23223.5829405935
Oman,OMN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,125
Oman,OMN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,19.6830764534295
Pakistan,PAK,"Population, total",SP.POP.TOTL,243700667
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,374890295666.694
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,1538.3228133171
Pakistan,PAK,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,494
Pakistan,PAK,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.965826244537936
Palau,PLW,"Population, total",SP.POP.TOTL,17759
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,243826812.744141
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,13729.7602761496
Palau,PLW,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Palau,PLW,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,78.7262796328622
Panama,PAN,"Population, total",SP.POP.TOTL,4400773
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,76479304470.9375
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,17378.6070017557
Panama,PAN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2928
Panama,PAN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.60024772920576
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,10203169
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,31653185952.609
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,3102.28968594061
Papua New Guinea,PNG,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,3142
Papua New Guinea,PNG,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.541939469982316
Paraguay,PRY,"Population, total",SP.POP.TOTL,6760464
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,41952910858.0846
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,6205.62595379319
Paraguay,PRY,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1130
Paraguay,PRY,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.18410511467852
Peru,PER,"Population, total",SP.POP.TOTL,33475438
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,246065570308.155
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,7350.63034300417
Peru,PER,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1738
Peru,PER,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.90408262918024
Philippines,PHL,"Population, total",SP.POP.TOTL,113964338
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,404353369604.631
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3548.06930572116
Philippines,PHL,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2348
Philippines,PHL,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.33112167071071
Poland,POL,"Population, total",SP.POP.TOTL,36821749
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,695607470875.276
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,18891.2121169279
Poland,POL,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,600
Poland,POL,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,8.36357881859441
Portugal,PRT,"Population, total",SP.POP.TOTL,10434332
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,256898677175.024
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,24620.5197587181
Portugal,PRT,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,854
Portugal,PRT,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.8017191709062
Puerto Rico (US),PRI,"Population, total",SP.POP.TOTL,3220137
Puerto Rico (US),PRI,GDP (current US$),NY.GDP.MKTP.CD,113843700000
Puerto Rico (US),PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,35353.6821570014
Puerto Rico (US),PRI,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2054
Puerto Rico (US),PRI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,4.32211424544981
Qatar,QAT,"Population, total",SP.POP.TOTL,2657333
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,235709340659.341
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,88701.4689763536
Qatar,QAT,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,74
Qatar,QAT,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,45.1959539884538
Romania,ROU,"Population, total",SP.POP.TOTL,19048502
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,295319437556.988
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,15503.551804598
Romania,ROU,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,637
Romania,ROU,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.97277959180202
Russian Federation,RUS,"Population, total",SP.POP.TOTL,144236933
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,2291612121334.64
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,15619.6142578125
Russian Federation,RUS,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,460
Russian Federation,RUS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,13.1413838368291
Rwanda,RWA,"Population, total",SP.POP.TOTL,13651030
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,13316161002.3912
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,975.469323735369
Rwanda,RWA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1212
Rwanda,RWA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.161247905835677
Samoa,WSM,"Population, total",SP.POP.TOTL,215261
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,889554711.842341
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,4132.44717734444
Samoa,WSM,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2880
Samoa,WSM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1.54417195869201
San Marino,SMR,"Population, total",SP.POP.TOTL,33755
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1829211863.9476
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,54190.8417700372
San Marino,SMR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
San Marino,SMR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,226305
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,540809499.189348
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,2389.73729784737
Sao Tome and Principe,STP,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,3200
Sao Tome and Principe,STP,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.62393672256468
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,32175224
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1239075200000
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,38510.2276211037
Saudi Arabia,SAU,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,59
Saudi Arabia,SAU,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,19.282874301046
Senegal,SEN,"Population, total",SP.POP.TOTL,17651103
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,27783332222.6759
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1574.0281059306
Senegal,SEN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,686
Senegal,SEN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.823959839790182
Serbia,SRB,"Population, total",SP.POP.TOTL,6664449
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,66809895701.2152
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,10024.8191112596
Serbia,SRB,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Serbia,SRB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..
Seychelles,SYC,"Population, total",SP.POP.TOTL,119878
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,2018346588.73752
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,16836.6721895387
Seychelles,SYC,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2330
Seychelles,SYC,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,7.02714426333439
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,8276807
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,7121125277.52542
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,860.371067916096
Sierra Leone,SLE,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2526
Sierra Leone,SLE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.177218098718503
Singapore,SGP,"Population, total",SP.POP.TOTL,5637022
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,509017841146.557
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,90299.0694637269
Singapore,SGP,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2497
Singapore,SGP,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,9.99582758413928
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,42139
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,1592564639.32961
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,37793.1284399157
Sint Maarten (Dutch part),SXM,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..
Sint Maarten (Dutch part),SXM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5431752
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,115792972358.209
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,21317.7943982363
Slovak Republic,SVK,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,824
Slovak Republic,SVK,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,6.11012800289851
Slovenia,SVN,"Population, total",SP.POP.TOTL,2112076
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,59899117741.0022
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,28360.3041467268
Slovenia,SVN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1162
Slovenia,SVN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,6.3394025593776
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,781066
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1466670929.62333
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,1877.78104490956
Solomon Islands,SLB,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,3028
Solomon Islands,SLB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.382810159448753
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,17801897
"Somalia, Fed. Rep.",SOM,GDP (current US$),NY.GDP.MKTP.CD,10203000000
"Somalia, Fed. Rep.",SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,573.141165798229
"Somalia, Fed. Rep.",SOM,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282
"Somalia, Fed. Rep.",SOM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.0467871485830976
South Africa,ZAF,"Population, total",SP.POP.TOTL,62378410
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,407596043067.885
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,6534.24867783397
South Africa,ZAF,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,495
South Africa,ZAF,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,6.88263936192025
South Sudan,SSD,"Population, total",SP.POP.TOTL,11021177
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,..
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,..
